"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO","DATA_NASCITA","LUOGO_NASCITA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","PARTITO DELLA FOLLIA CREATIVA","ALBERTO PELLEGRINO","02/01/1994","MADDALONI (CE)"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ROSSELLA MURONI","08/10/1974","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ROSSELLA MURONI","08/10/1974","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","ALLEANZA VERDI E SINISTRA","ROSSELLA MURONI","08/10/1974","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)"," +EUROPA","ROSSELLA MURONI","08/10/1974","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","ITALEXIT PER L'ITALIA","LUCA RAIMONDI","18/11/1968","BERGAMO"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","AZIONE - ITALIA VIVA - CALENDA","MARTA MARZIALI","04/12/1977","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FABIO RAMPELLI","02/08/1960","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","LEGA PER SALVINI PREMIER","FABIO RAMPELLI","02/08/1960","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","FRATELLI D'ITALIA CON GIORGIA MELONI","FABIO RAMPELLI","02/08/1960","ROMA"
"LAZIO 1","LAZIO 1 - U03 (ROMA: MUNICIPIO V)","FORZA ITALIA","FABIO RAMPELLI","02/08/1960","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","VITA","LAURA RUZZA","31/05/1981","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","MOVIMENTO 5 STELLE","FRANCESCA FLATI","16/11/1982","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","UNIONE POPOLARE CON DE MAGISTRIS","CHIARA PRATO","26/06/1974","TORINO"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","ITALIA SOVRANA E POPOLARE","SAVERIO ROMEO","25/05/1979","TAURIANOVA (RC)"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","PARTITO DELLA FOLLIA CREATIVA","DALILA GALLOZZI","17/08/1985","CASERTA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ROBERTO MORASSUT","16/11/1963","ROMA "
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ROBERTO MORASSUT","16/11/1963","ROMA "
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","ALLEANZA VERDI E SINISTRA","ROBERTO MORASSUT","16/11/1963","ROMA "
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)"," +EUROPA","ROBERTO MORASSUT","16/11/1963","ROMA "
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","ITALEXIT PER L'ITALIA","ALESSANDRA COTTA","15/04/1971","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","AZIONE - ITALIA VIVA - CALENDA","LUCA DI EGIDIO","26/10/1995","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARIA TERESA BELLUCCI","19/07/1972","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","LEGA PER SALVINI PREMIER","MARIA TERESA BELLUCCI","19/07/1972","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","FRATELLI D'ITALIA CON GIORGIA MELONI","MARIA TERESA BELLUCCI","19/07/1972","ROMA"
"LAZIO 1","LAZIO 1 - U04 (ROMA: MUNICIPIO VII)","FORZA ITALIA","MARIA TERESA BELLUCCI","19/07/1972","ROMA"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","VITA","ANTONELLA ERCOLI","23/10/1965","ANAGNI (FR)"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","MOVIMENTO 5 STELLE","SANTE NARCISI","25/03/1970","PESCARA"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","UNIONE POPOLARE CON DE MAGISTRIS","ELENA MAZZONI","16/05/1976","ALBANO LAZIALE (RM)"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","ITALIA SOVRANA E POPOLARE","PAOLO INDELICATO","30/03/1965","SABAUDIA (LT)"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","PARTITO DELLA FOLLIA CREATIVA","GIANLUCA DI BENEDETTO","19/12/1985","AVERSA (CE)"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ROSALBA GIANNINO DETTA LINA","06/09/1957","NAPOLI"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ROSALBA GIANNINO DETTA LINA","06/09/1957","NAPOLI"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","ALLEANZA VERDI E SINISTRA","ROSALBA GIANNINO DETTA LINA","06/09/1957","NAPOLI"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)"," +EUROPA","ROSALBA GIANNINO DETTA LINA","06/09/1957","NAPOLI"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","ITALEXIT PER L'ITALIA","VALERIO SCALIA","09/04/1985","ANZIO (RM)"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","AZIONE - ITALIA VIVA - CALENDA","ROBERTO MASTROSANTI","07/09/1966","FRASCATI (RM)"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANTONIO TAJANI","04/08/1953","ROMA"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","LEGA PER SALVINI PREMIER","ANTONIO TAJANI","04/08/1953","ROMA"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","FRATELLI D'ITALIA CON GIORGIA MELONI","ANTONIO TAJANI","04/08/1953","ROMA"
"LAZIO 1","LAZIO 1 - U08 (VELLETRI)","FORZA ITALIA","ANTONIO TAJANI","04/08/1953","ROMA"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","VITA","NEMESIO RINALDI","23/04/1959","TRASACCO"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","MOVIMENTO 5 STELLE","VIVIANA CARBONARA","18/02/1976","MONTEROTONDO (RM)"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","UNIONE POPOLARE CON DE MAGISTRIS","ROBERTO PENNA","12/09/1968","ROMA"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","ITALIA SOVRANA E POPOLARE","MATTEO DI COCCO","13/12/1991","PALESTRINA (RM)"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","PARTITO DELLA FOLLIA CREATIVA","CONCETTA SANTONASTASO","02/04/1956","CASAGIOVE (CE)"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MARCO VINCENZI","14/04/1958","ROMA "
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MARCO VINCENZI","14/04/1958","ROMA "
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","ALLEANZA VERDI E SINISTRA","MARCO VINCENZI","14/04/1958","ROMA "
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)"," +EUROPA","MARCO VINCENZI","14/04/1958","ROMA "
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","ITALEXIT PER L'ITALIA","GIANNI GOLIA","19/01/1981","TIVOLI (RM)"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","AZIONE - ITALIA VIVA - CALENDA","GIOVANNA MARCHESE","17/07/1957","ROMA"
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ALESSANDRO PALOMBI","07/07/1976","TIVOLI "
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","LEGA PER SALVINI PREMIER","ALESSANDRO PALOMBI","07/07/1976","TIVOLI "
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","FRATELLI D'ITALIA CON GIORGIA MELONI","ALESSANDRO PALOMBI","07/07/1976","TIVOLI "
"LAZIO 1","LAZIO 1 - U09 (GUIDONIA MONTECELIO)","FORZA ITALIA","ALESSANDRO PALOMBI","07/07/1976","TIVOLI "
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","VITA","MIRELLA ALTIERI","01/11/1955","ROMA"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","MOVIMENTO 5 STELLE","MARCO BELLA","25/04/1972","ROMA"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","UNIONE POPOLARE CON DE MAGISTRIS","BRUNO LEONARDUZZI DURANTI ","07/09/1941","MONTEROTONDO (RM)"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","MASSIMILIANO PUGLIESE","23/11/1963","ROMA"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","ITALIA SOVRANA E POPOLARE","LAURA MONTECCHI","18/03/1965","ROMA"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","PATRIZIA PRESTIPINO DETTA PAT","16/09/1963","ROMA "
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","PATRIZIA PRESTIPINO DETTA PAT","16/09/1963","ROMA "
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","ALLEANZA VERDI E SINISTRA","PATRIZIA PRESTIPINO DETTA PAT","16/09/1963","ROMA "
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)"," +EUROPA","PATRIZIA PRESTIPINO DETTA PAT","16/09/1963","ROMA "
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","ITALEXIT PER L'ITALIA","ANITA CIERVO","29/12/1981","SANT'AGATA DE' GOTI (BN)"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","AZIONE - ITALIA VIVA - CALENDA","PIETRO MADONIA","13/01/1968","MONREALE (PA)"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ALESSANDRO BATTILOCCHIO","03/05/1977","ROMA"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","LEGA PER SALVINI PREMIER","ALESSANDRO BATTILOCCHIO","03/05/1977","ROMA"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","FRATELLI D'ITALIA CON GIORGIA MELONI","ALESSANDRO BATTILOCCHIO","03/05/1977","ROMA"
"LAZIO 1","LAZIO 1 - U05 (ROMA: MUNICIPIO X)","FORZA ITALIA","ALESSANDRO BATTILOCCHIO","03/05/1977","ROMA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","VITA","ANNALISA BUCCIERI","25/11/1974","COSENZA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","MOVIMENTO 5 STELLE","EMANUELE CECCATO","31/07/1971","ROMA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","UNIONE POPOLARE CON DE MAGISTRIS","MASSIMO ARCANGELI","17/07/1960","ROMA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","JESSICA AVERSA","20/12/1993","CATANZARO"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","ITALIA SOVRANA E POPOLARE","SALVATORE GIUSEPPE TODARO","01/05/1977","SOVERATO (CZ)"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","CLAUDIO MANCINI","22/02/1969","ROMA "
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","CLAUDIO MANCINI","22/02/1969","ROMA "
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","ALLEANZA VERDI E SINISTRA","CLAUDIO MANCINI","22/02/1969","ROMA "
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)"," +EUROPA","CLAUDIO MANCINI","22/02/1969","ROMA "
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","ITALEXIT PER L'ITALIA","ANDREA PERILLO","04/02/1969","GENOVA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","AZIONE - ITALIA VIVA - CALENDA","FRANCESCA SEVERI","16/12/1969","ROMA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","LUCIANO CIOCCHETTI","03/03/1958","ROMA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","LEGA PER SALVINI PREMIER","LUCIANO CIOCCHETTI","03/03/1958","ROMA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","FRATELLI D'ITALIA CON GIORGIA MELONI","LUCIANO CIOCCHETTI","03/03/1958","ROMA"
"LAZIO 1","LAZIO 1 - U06 (ROMA: MUNICIPIO XI)","FORZA ITALIA","LUCIANO CIOCCHETTI","03/03/1958","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","VITA","ANDREA MENCARELLI","01/07/1971","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","MOVIMENTO 5 STELLE","CAROLA PENNA","19/09/1964","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","UNIONE POPOLARE CON DE MAGISTRIS","CLAUDIO STAMEGNA","14/08/1960","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","MASSIMO BOSCHI","05/07/1961","SULMONA (AQ)"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","ITALIA SOVRANA E POPOLARE","PAOLO GULISANO","27/05/1959","MILANO"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","CARLO ROMANO","16/03/1972","MANTOVA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","CARLO ROMANO","16/03/1972","MANTOVA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","ALLEANZA VERDI E SINISTRA","CARLO ROMANO","16/03/1972","MANTOVA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)"," +EUROPA","CARLO ROMANO","16/03/1972","MANTOVA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","ITALEXIT PER L'ITALIA","CARLOTTA CHIARALUCE","25/01/1984","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","AZIONE - ITALIA VIVA - CALENDA","VALENTINA GRIPPO","07/08/1971","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FEDERICO FRENI","01/07/1980","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","LEGA PER SALVINI PREMIER","FEDERICO FRENI","01/07/1980","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","FRATELLI D'ITALIA CON GIORGIA MELONI","FEDERICO FRENI","01/07/1980","ROMA"
"LAZIO 1","LAZIO 1 - U07 (ROMA: MUNICIPIO XIV)","FORZA ITALIA","FEDERICO FRENI","01/07/1980","ROMA"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","MOVIMENTO 5 STELLE","ROSITA CICORIA","19/10/1973","MONTEFIASCONE (VT)"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","UNIONE POPOLARE CON DE MAGISTRIS","MASSIMO RANUCCI DETTO STROMBERG","28/07/1977","VITERBO "
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MAURO ROTELLI","02/04/1971","VITERBO"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","LEGA PER SALVINI PREMIER","MAURO ROTELLI","02/04/1971","VITERBO"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","FORZA ITALIA","MAURO ROTELLI","02/04/1971","VITERBO"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","FRATELLI D'ITALIA CON GIORGIA MELONI","MAURO ROTELLI","02/04/1971","VITERBO"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","ITALEXIT PER L'ITALIA","STEFANIA RANIERI","26/12/1972","ROMA"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","LINDA FERRETTI","18/04/1978","ROMA"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","ALLEANZA VERDI E SINISTRA","LINDA FERRETTI","18/04/1978","ROMA"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)"," +EUROPA","LINDA FERRETTI","18/04/1978","ROMA"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","LINDA FERRETTI","18/04/1978","ROMA"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","ITALIA SOVRANA E POPOLARE","ANDREA NISI","10/02/1962","ROMA"
"LAZIO 2","LAZIO 2 - U01 (VITERBO)","AZIONE - ITALIA VIVA - CALENDA","LISETTA CIAMBELLA DETTA LUISA","23/11/1978","CIVITA CASTELLANA (VT)"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","MOVIMENTO 5 STELLE","ROBERTO CASANICA","11/01/1969","RIETI"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","UNIONE POPOLARE CON DE MAGISTRIS","SARA MAROCCHI","17/03/1986","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","PAOLO TRANCASSINI","29/06/1963","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","LEGA PER SALVINI PREMIER","PAOLO TRANCASSINI","29/06/1963","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","FORZA ITALIA","PAOLO TRANCASSINI","29/06/1963","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","FRATELLI D'ITALIA CON GIORGIA MELONI","PAOLO TRANCASSINI","29/06/1963","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","ITALEXIT PER L'ITALIA","ALESSIO CATONI","20/12/1982","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ALESSANDRA CLEMENTINI","29/10/1978","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","ALLEANZA VERDI E SINISTRA","ALESSANDRA CLEMENTINI","29/10/1978","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)"," +EUROPA","ALESSANDRA CLEMENTINI","29/10/1978","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ALESSANDRA CLEMENTINI","29/10/1978","ROMA"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","ITALIA SOVRANA E POPOLARE","NICOLETTA CAROTTI","17/04/1977","RIETI"
"LAZIO 2","LAZIO 2 - U02 (RIETI)","AZIONE - ITALIA VIVA - CALENDA","VINCENZO MARCORELLI","26/02/1977","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","MOVIMENTO 5 STELLE","GIANLUCA BONO","13/08/1970","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","UNIONE POPOLARE CON DE MAGISTRIS","FRANCESCA MALARA","26/09/1973","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CHIARA COLOSIMO","02/06/1986","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","LEGA PER SALVINI PREMIER","CHIARA COLOSIMO","02/06/1986","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","FORZA ITALIA","CHIARA COLOSIMO","02/06/1986","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","FRATELLI D'ITALIA CON GIORGIA MELONI","CHIARA COLOSIMO","02/06/1986","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","ITALEXIT PER L'ITALIA","GIUSEPPE BARBARO","22/08/1958","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","TOMMASO MALANDRUCCOLO","16/01/1968","LATINA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","ALLEANZA VERDI E SINISTRA","TOMMASO MALANDRUCCOLO","16/01/1968","LATINA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)"," +EUROPA","TOMMASO MALANDRUCCOLO","16/01/1968","LATINA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","TOMMASO MALANDRUCCOLO","16/01/1968","LATINA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","ITALIA SOVRANA E POPOLARE","FABRIZIO MARCHI","09/11/1958","ROMA"
"LAZIO 2","LAZIO 2 - U03 (LATINA)","AZIONE - ITALIA VIVA - CALENDA","TIZIANO LAURI","03/08/1991","LATINA"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","MOVIMENTO 5 STELLE","ILARIA FONTANA","26/06/1984","ALATRI (FR)"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","UNIONE POPOLARE CON DE MAGISTRIS","SONIA SALE","16/01/1984","COLLEFERRO (RM)"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MASSIMO RUSPANDINI","20/06/1973","CECCANO (FR)"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","LEGA PER SALVINI PREMIER","MASSIMO RUSPANDINI","20/06/1973","CECCANO (FR)"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","FORZA ITALIA","MASSIMO RUSPANDINI","20/06/1973","CECCANO (FR)"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","FRATELLI D'ITALIA CON GIORGIA MELONI","MASSIMO RUSPANDINI","20/06/1973","CECCANO (FR)"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","ITALEXIT PER L'ITALIA","DAMIANA FIAMMENGHI","25/09/1984","ROMA"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANDREA TURRIZIANI","04/09/1974","FROSINONE"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","ALLEANZA VERDI E SINISTRA","ANDREA TURRIZIANI","04/09/1974","FROSINONE"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)"," +EUROPA","ANDREA TURRIZIANI","04/09/1974","FROSINONE"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANDREA TURRIZIANI","04/09/1974","FROSINONE"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","ITALIA SOVRANA E POPOLARE","PAOLO DI RUZZA","11/01/1980","SORA (FR)"
"LAZIO 2","LAZIO 2 - U04 (FROSINONE)","AZIONE - ITALIA VIVA - CALENDA","STEFANO CARDUCCI","30/12/1976","ISOLA DEL LIRI (FR)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","MOVIMENTO 5 STELLE","ANNA MATTIELLO","07/10/1985","CAPUA (CE)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","UNIONE POPOLARE CON DE MAGISTRIS","MADD? GUGLIELMO","19/01/1972","WIESBADEN (GERMANIA)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","NICOLA OTTAVIANI","21/07/1968","FROSINONE"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","LEGA PER SALVINI PREMIER","NICOLA OTTAVIANI","21/07/1968","FROSINONE"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","FORZA ITALIA","NICOLA OTTAVIANI","21/07/1968","FROSINONE"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","FRATELLI D'ITALIA CON GIORGIA MELONI","NICOLA OTTAVIANI","21/07/1968","FROSINONE"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","ITALEXIT PER L'ITALIA","COSMO MAMMOLETTA","04/02/1976","FORMIA (LT)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","RITA VISINI","19/02/1966","TERRACINA (LT)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","ALLEANZA VERDI E SINISTRA","RITA VISINI","19/02/1966","TERRACINA (LT)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)"," +EUROPA","RITA VISINI","19/02/1966","TERRACINA (LT)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","RITA VISINI","19/02/1966","TERRACINA (LT)"
"LAZIO 2","LAZIO 2 - U05 (TERRACINA)","ITALIA SOVRANA E POPOLARE","MAURIZIO RECCHIA","28/11/1953","TERRACINA (LT)"
